SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
TEC.0317;Responsabilidade Social e Ambiental;Graduação;60;80;4;Sim;SUP.050;Curso 01436X
TEC.0092;Responsabilidade Social e Ambiental (NCT);Graduação;30;40;2;Sim;TEC.NCT.UB.0047;-
TEC.1224;Reúso de água;Graduação;60;80;4;Sim;-;-
CIV.0092;Reuso de Águas Residuárias e Lodos (60h);Graduação;60;80;4;Sim;-;-
ESA.0051;Reúso de efluentes (30h);Graduação;30;40;2;Sim;-;-
LIC.1010;Robótica Educacional;Graduação;60;80;4;Sim;-;-
TEC.0263;Roteamento Internet(30H);Graduação;30;40;2;Sim;INF.S067;405x
TEC.0149;Roteamento Internet (NCT);Graduação;60;80;4;Sim;TEC.405.0022;-
CIV.0046;Saneamento Ambiental (60h);Graduação;60;80;4;Sim;-;-
TEC.0549;Saúde Ambiental(30H);Graduação;30;40;2;Sim;TEC.304.0011;Curso 01304
ESA.0038;Saúde e Segurança do Trabalho (30h);Graduação;30;40;2;Sim;-;-
TEC.0502;Saúde e Segurança do Trabalho(30H);Graduação;30;40;2;Sim;TEC.NCT.UT.0029;Curso 06804
LIC.0303;Saúde Pública;Graduação;60;80;4;Sim;LIC.106.0033;Curso 106
TEC.0402;Segurança Alimentar(30H);Graduação;30;40;2;Sim;TEC.048.0012;Curso 03048
LIC.0456;Segurança da Informação;Graduação;60;80;4;Sim;LIC.411.0017;Curso 05411
LIC.0707;Segurança da Informação(60H);Graduação;60;80;4;Sim;SUP.242;-
TEC.0275;Segurança de Redes(60H);Graduação;60;80;4;Sim;INF.S053;405x
TEC.0160;Segurança de Redes (NCT);Graduação;60;80;4;Sim;TEC.405.0023;-
TEC.0230;Segurança do Trabalho;Graduação;60;80;4;Sim;DAGESC.025;502.0
TEC.0388;Segurança do Trabalho;Graduação;30;40;2;Sim;TEC.NCT.UT.0004;Curso 03048
TEC.0748;Segurança do Trabalho;Graduação;60;80;4;Sim;TEC.809.0021;Curso 809
ENG.0056;Segurança do Trabalho na Indústria de Energia;Graduação;30;40;2;Sim;-;-
TEC.0098;Segurança do Trabalho (NCT);Graduação;30;40;2;Sim;TEC.NCT.UT.0025;-
TEC.0078;Segurança e Integridade de Dados (NCT);Graduação;60;80;4;Sim;TEC.NCT.UT.0022;Curso 404
TEC.0700;Segurança e Preservação de Dados;Graduação;60;80;4;Sim;TEC.806.0025;-
TEC.0861;Segurança e Primeiros Socorros;Graduação;60;80;4;Sim;TEC.NCT.UB.0059;-
TEC.0559;Segurança, Meio Ambiente e Saúde(30H);Graduação;30;40;2;Sim;TEC.NCT.UT.0009;Curso 01304
LIC.0950;Semântica da Língua Espanhola;Graduação;60;80;4;Sim;-;-
LIC.0572;Semântica e Lexicologia;Graduação;80;106;5;Sim;FOR.L069;Curso 603X
LIC.0363;Semântica e Lexicologia do Espanhol;Graduação;60;80;4;Sim;LIC.603.0042;Curso 603
TEC.0229;Seminário de Comércio Exterior;Graduação;40;53;2;Sim;DAGESC.024;502.0
TEC.0574;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;TEC.304.0025;Curso 01304
TEC.0604;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;TEC.0069.0019;Curso 069
TEC.0704;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;TEC.806.0029;-
TEC.0749;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;TEC.809.0026;Curso 809
TEC.0797;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;TEC.014.0003;Curso 014
TEC.0831;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;TEC.505.0022;Curso 505
TEC.0943;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;-;Curso 33
TEC.0983;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;TEC.208.0029;Curso 208
TEC.1012;Seminário de Iniciação à Pesquisa e à Extensão;Graduação;30;40;2;Sim;-;curso 133
TEC.0340;Seminário de Iniciação à Pesquisa e à Extensão(30H);Graduação;30;40;2;Sim;TEC.805.0032;Curso 05805
TEC.0384;Seminário de Iniciação à Pesquisa e à Extensão(30H);Graduação;30;40;2;Sim;TEC.048.0021;Curso 03048
TEC.0443;Seminário de Iniciação à Pesquisa e à Extensão(30H);Graduação;30;40;2;Sim;TEC.102.0031;Curso 01102
TEC.0484;Seminário de Iniciação à Pesquisa e à Extensão(30H);Graduação;30;40;2;Sim;TEC.804.0028;Curso 06804
TEC.0035;Seminário de Iniciação à Pesquisa e à Extensão (Curso 404);Graduação;30;40;2;Sim;TEC.404.0023;Curso 404
TEC.0165;Seminário de Iniciação à Pesquisa e à Extensão (Curso 405);Graduação;30;40;2;Sim;TEC.405.0030;-
TEC.0079;Seminário de Iniciação à Pesquisa e à Extensão (Curso 436);Graduação;30;40;2;Sim;TEC.436.0026;-
TEC.0177;Seminário de Iniciação à Pesquisa e à Extensão (Curso 502);Graduação;30;40;2;Sim;TEC.502.0033;-
TEC.0665;Seminário de Iniciação à Pesquisa e  à Extensão I;Graduação;15;20;1;Sim;TEC.412.0012;Curso 456
TEC.0664;Seminário de Iniciação à Pesquisa e  à Extensão II;Graduação;15;20;1;Sim;TEC.412.0013;Curso 455
ENG.0161;Seminário de Integração Acadêmica;Graduação;4;5;1;Sim;-;-
LIC.0001;Seminário de Integração Acadêmica;Graduação;6;8;1;Sim;-;Matriz 111
LIC.0037;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;LIC.602.0028;Curso 01602
LIC.0095;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;LIC.430.0031;matriz 324
LIC.0149;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;LIC.601.0052;Curso 601
LIC.0260;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;LIC.106.0021;Curso 106
LIC.0321;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;LIC.603.0029;Curso 603
LIC.0432;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;LIC.411.0018;Curso 05411
LIC.0490;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;LIC.413.0030;Curso 413
TEC.0603;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;TEC.0069.0018;Curso 069
TEC.0666;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;TEC.412.0011;Curso 457
TEC.0702;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;TEC.806.0027;-
TEC.0750;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;TEC.809.0025;Curso 809
TEC.0798;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;TEC.014.0001;Curso 014
TEC.0830;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;TEC.505.0021;Curso 505
TEC.0942;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;-;Curso 33
ENG.0057;Seminário de Integração Acadêmica;Graduação;4;4;0;Sim;-;Curso 209
TEC.0980;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;TEC.208.0026;Curso 208
LIC.0662;Seminário de Integração Acadêmica;Graduação;4;5;0;Sim;-;Curso 710
TEC.1135;Seminário de Integração Acadêmica;Graduação;30;40;2;Sim;-;-
TEC.1181;Seminário de Integração Acadêmica;Graduação;30;40;2;Sim;-;Marketing,
CIV.0095;Seminário de Integração Acadêmica (4h);Graduação;4;5;1;Sim;-;-
ESA.0052;Seminário de Integração Acadêmica(4h);Graduação;4;5;1;Sim;-;-
TEC.0326;Seminário de Integração Acadêmica(4H);Graduação;4;5;0;Sim;TEC.805.0029;Curso 05805
TEC.0377;Seminário de Integração Acadêmica(4H);Graduação;4;5;0;Sim;TEC.048.0019;Curso 03048
TEC.0428;Seminário de Integração Acadêmica(4H);Graduação;4;5;0;Sim;TEC.102.0028;Curso 01102
TEC.0478;Seminário de Integração Acadêmica(4H);Graduação;4;5;0;Sim;TEC.804.0023;Curso 06804
TEC.0533;Seminário de Integração Acadêmica(4H);Graduação;4;5;0;Sim;TEC.304.0038;Curso 01304
TEC.0031;Seminário de Integração Acadêmica (Curso 404);Graduação;4;5;0;Sim;TEC.404.0019;Curso 404
TEC.0163;Seminário De Integração Acadêmica (Curso 405);Graduação;4;5;0;Sim;TEC.405.0028;-
TEC.0068;Seminário de Integração Acadêmica (Curso 436);Graduação;4;5;0;Sim;TEC.436.0022;-
TEC.0176;Seminário de integração acadêmica (Curso 502);Graduação;4;5;0;Sim;TEC.502.0029;-
LIC.0230;Seminário de Integração Acadêmica I;Graduação;3;4;0;Sim;SLIC.119.0001;Curso 09119
LIC.0257;Seminário de Integração Acadêmica II;Graduação;3;4;0;Sim;-;-
LIC.0258;Seminário de Integração Acadêmica III;Graduação;3;4;0;Sim;-;-
TEC.1149;Seminário de Integração acadêmica: integração/Orientação à pesquisa e à extensão/Orientação à Prática Profissional;Graduação;30;40;2;Sim;-;-
TEC.1199;Seminário de Integração Acadêmico- Científica;Graduação;30;40;2;Sim;-;Tecnologia em Processos Químicos
TEC.1048;Seminário de Integração Acadêmico-Científica;Graduação;30;40;2;Sim;-;Tecnologia em Design de Moda
TEC.1145;Seminário de Integração Acadêmico-Científica;Graduação;30;40;2;Sim;-;Tecnologia em Agroecologia
TEC.1146;Seminário de Integração Acadêmico-Científica;Graduação;30;40;2;Sim;-;Tecnologia em Gestão de Turismo
TEC.1212;Seminário de Integração Acadêmico-Científica;Graduação;30;40;2;Sim;-;Tecnologia em Gestão Ambiental
LIC.0008;Seminário de Orientação ao Desenvolvimento da Prática Profissional: Estágio Docente I;Graduação;9;12;1;Sim;-;Matriz 111
LIC.1065;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;Bio
LIC.0857;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;Curso 01602
LIC.0894;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;Curso 603
LIC.0916;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;matriz 324
LIC.1020;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;Informática
LIC.1057;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;-
LIC.1100;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo
LIC.1119;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.1162;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;15;20;1;Sim;-;Fisica
LIC.1066;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;bio
LIC.0858;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;Curso 01602
LIC.0895;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;Curso 603
LIC.0917;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;matriz 324
LIC.1021;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;Informática
LIC.1058;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;-
LIC.1101;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo
LIC.1113;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.1163;Seminário de Orientação ao Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;15;20;1;Sim;-;fisica
LIC.0874;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente  I;Graduação;30;40;2;Sim;-;Curso 603
LIC.0834;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente I;Graduação;30;40;2;Sim;-;Curso 01602
LIC.0865;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente I;Graduação;30;40;2;Sim;-;-
LIC.0912;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente I;Graduação;30;40;2;Sim;-;matriz 324
LIC.0978;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente I;Graduação;30;40;2;Sim;-;Curso 106
LIC.1096;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente I;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.1109;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente I;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.0835;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente  II;Graduação;30;40;2;Sim;-;Curso 01602
LIC.0960;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;30;40;2;Sim;-;Curso 603
LIC.0913;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;30;40;2;Sim;-;matriz 324
LIC.0977;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;30;40;2;Sim;-;info
LIC.0979;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;30;40;2;Sim;-;Curso 106
LIC.0981;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;30;40;2;Sim;-;qui
LIC.1097;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.1110;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.0876;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente  III;Graduação;30;40;2;Sim;-;Curso 603
LIC.0836;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente III;Graduação;30;40;2;Sim;-;Curso 01602
LIC.0914;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente III;Graduação;30;40;2;Sim;-;matriz 324
LIC.0980;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente III;Graduação;30;40;2;Sim;-;Curso 106
LIC.1023;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente III;Graduação;30;40;2;Sim;-;Info
LIC.1056;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente III;Graduação;30;40;2;Sim;-;qui
LIC.1098;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente III;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.1111;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente III;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.0843;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente  IV;Graduação;30;40;2;Sim;-;Curso 01602
LIC.0875;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente  IV;Graduação;30;40;2;Sim;-;Curso 603
LIC.0915;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente IV;Graduação;30;40;2;Sim;-;matriz 324
LIC.0946;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente IV;Graduação;30;40;2;Sim;-;qui
LIC.0976;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente IV;Graduação;30;40;2;Sim;-;info
LIC.0985;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente IV;Graduação;30;40;2;Sim;-;Curso 106
LIC.1099;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente IV;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.1112;Seminário de Orientação ao Desenvolvimento de Práticas Educativas e Formação Docente IV;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
ENG.0162;Seminário de Orientação ao Estágio Supervisionado;Graduação;4;5;1;Sim;-;-
LIC.1067;Seminário de Orientação ao Estágio Supervisionado ( Estágio Docente) I;Graduação;30;40;2;Sim;-;bio
LIC.0849;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) I;Graduação;30;40;2;Sim;-;Curso 01602
LIC.0918;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) I;Graduação;30;40;2;Sim;-;matriz 324
LIC.0936;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) I;Graduação;30;40;2;Sim;-;info
LIC.0959;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) I;Graduação;30;40;2;Sim;-;Curso 603
LIC.1059;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) I;Graduação;30;40;2;Sim;-;qui
LIC.1105;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) I;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo
LIC.1114;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) I;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.1164;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) I;Graduação;30;40;2;Sim;-;fisica
LIC.1068;Seminário de Orientação ao Estágio Supervisionado ( Estágio Docente) II;Graduação;30;40;2;Sim;-;Bio
LIC.0850;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente)  II;Graduação;30;40;2;Sim;-;Curso 01602
LIC.0919;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) II;Graduação;30;40;2;Sim;-;matriz 324
LIC.0934;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) II;Graduação;30;40;2;Sim;-;info
LIC.0957;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) II;Graduação;30;40;2;Sim;-;Curso 603
LIC.1060;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) II;Graduação;30;40;2;Sim;-;qui
LIC.1106;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) II;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo
LIC.1117;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) II;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.1165;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) II;Graduação;30;40;2;Sim;-;fisica
LIC.1069;Seminário de Orientação ao Estágio Supervisionado ( Estágio Docente) III;Graduação;15;20;1;Sim;-;Bio
LIC.0851;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) III;Graduação;15;20;1;Sim;-;Curso 01602
LIC.0887;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) III;Graduação;15;20;1;Sim;-;-
LIC.0920;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) III;Graduação;15;20;2;Sim;-;matriz 324
LIC.0958;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) III;Graduação;30;40;2;Sim;-;Curso 603
LIC.1061;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) III;Graduação;15;20;1;Sim;-;qui
LIC.1107;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) III;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo
LIC.1116;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) III;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.1167;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) III;Graduação;15;20;1;Sim;-;fisica
LIC.1070;Seminário de Orientação ao Estágio Supervisionado ( Estágio Docente) IV;Graduação;15;20;1;Sim;-;Bio
LIC.0921;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente)  IV;Graduação;15;20;1;Sim;-;matriz 324
LIC.0852;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) IV;Graduação;15;20;1;Sim;-;Curso 01602
LIC.0868;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) IV;Graduação;15;20;1;Sim;-;-
LIC.0956;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) IV;Graduação;30;40;2;Sim;-;Curso 603
LIC.1062;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) IV;Graduação;15;20;1;Sim;-;qui
LIC.1108;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) IV;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo
LIC.1115;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) IV;Graduação;15;20;1;Sim;-;Licenciatura em Educação do Campo - Ciências Humanas e Sociais
LIC.1166;Seminário de Orientação ao Estágio Supervisionado (Estágio Docente) IV;Graduação;15;20;1;Sim;-;fisica
TEC.0034;Seminário de Orientação ao Projeto de Desenvolvimento de Sistema Coorporativo  (Curso 404);Graduação;30;40;2;Sim;TEC.404.0022;Curso 404
TEC.0033;Seminário de Orientação ao Projeto de Desenvolvimento de Sistema Distribuído (Curso 404);Graduação;30;40;2;Sim;TEC.404.0021;Curso 404
TEC.0032;Seminário de Orientação ao Projeto de Desenvolvimento de Sistema Web (Curso 404);Graduação;30;40;2;Sim;TEC.404.0020;Curso 404
ENG.0163;Seminário de Orientação ao Projeto Final de Curso;Graduação;30;40;2;Sim;-;-
CIV.0097;Seminário de Orientação ao Projeto Final de Curso (2h);Graduação;2;3;1;Sim;-;-
ESA.0054;Seminário de Orientação ao Projeto Final de Curso(2h);Graduação;2;3;2;Sim;-;-
TEC.0944;Seminário de Orientação ao Projeto Integrador;Graduação;30;40;2;Sim;-;Curso 33
TEC.1167;Seminário de Orientação ao Projeto Integrador;Graduação;30;40;2;Sim;-;-
TEC.1200;Seminário de Orientação ao Projeto Integrador;Graduação;30;40;2;Sim;-;Tecnologia em Processos Químicos
TEC.0984;Seminário de Orientação ao Projeto Integrador I;Graduação;15;20;1;Sim;TEC.208.0027;Curso 208
TEC.1110;Seminário de Orientação ao Projeto Integrador I;Graduação;30;40;2;Sim;-;Curso 05805
TEC.1213;Seminário de Orientação ao Projeto Integrador I;Graduação;30;40;2;Sim;-;Tecnologia em Gestão Ambiental
TEC.0989;Seminário de Orientação ao Projeto Integrador II;Graduação;15;20;1;Sim;TEC.208.0028;Curso 208
TEC.1111;Seminário de Orientação ao Projeto Integrador II;Graduação;30;40;2;Sim;-;Curso 05805
TEC.1214;Seminário de Orientação ao Projeto Integrador II;Graduação;30;40;2;Sim;-;Tecnologia em Gestão Ambiental
ENG.0058;Seminário de Orientação aos Projetos Integradores em Engenharia;Graduação;30;40;2;Sim;-;-
TEC.1127;Seminário de Orientação ao Trabalho de Conclusão de Curso;Graduação;30;40;2;Sim;-;Tecnologia em Design de Moda
TEC.1144;Seminário de Orientação ao Trabalho de Conclusão de Curso;Graduação;30;40;2;Sim;-;Tecnologia em Sistemas para Internet
TEC.1148;Seminário de Orientação ao Trabalho de Conclusão de Curso;Graduação;30;40;2;Sim;-;-
TEC.1201;Seminário de Orientação ao Trabalho de Conclusão de Curso;Graduação;30;40;2;Sim;-;Tecnologia em Processos Químicos
TEC.1112;Seminário de Orientação ao Trabalho de Conclusão de Curso I;Graduação;30;40;2;Sim;-;-
TEC.1168;Seminário de Orientação ao Trabalho de Conclusão de Curso I;Graduação;30;40;2;Sim;-;208
TEC.1216;Seminário de Orientação ao Trabalho de Conclusão de Curso I;Graduação;30;40;2;Sim;-;Tecnologia em Gestão Ambiental
TEC.1113;Seminário de Orientação ao Trabalho de Conclusão de Curso II;Graduação;30;40;2;Sim;-;-
TEC.1169;Seminário de Orientação ao Trabalho de Conclusão de Curso II;Graduação;30;40;2;Sim;-;208
TEC.1217;Seminário de Orientação ao Trabalho de Conclusão de Curso II;Graduação;30;40;2;Sim;-;Tecnologia em Gestão Ambiental
TEC.1180;Seminário de Orientação ao Trabalho de Conclusão de Curso (TCC);Graduação;30;40;2;Sim;-;-
TEC.0196;Seminário de Orientação à Prática Profissional (Curso 405);Graduação;30;40;2;Sim;TEC.405.0016;-
TEC.0751;Seminário de Orientação à Prática Profissional I;Graduação;30;40;2;Sim;TEC.809.0028;Curso 809
TEC.0752;Seminário de Orientação à Prática Profissional II;Graduação;30;40;2;Sim;TEC.809.0029;Curso 809
LIC.0114;Seminário de Orientação de Estágio Docente I;Graduação;30;40;2;Sim;LIC.430.0036;Curso 01430
LIC.0170;Seminário de Orientação de Estágio Docente I;Graduação;15;20;1;Sim;LIC.601.0057;Curso 601
LIC.0322;Seminário de Orientação de Estágio Docente I;Graduação;15;20;1;Sim;LIC.603.0052;Curso 603
LIC.0386;Seminário de Orientação de Estágio Docente I;Graduação;30;40;2;Sim;-;Curso 603
LIC.0469;Seminário de Orientação de Estágio Docente I;Graduação;30;40;2;Sim;LIC.411.0023;Curso 05411
LIC.0503;Seminário de Orientação de Estágio Docente I;Graduação;30;40;2;Sim;LIC.413.0035;Curso 413
LIC.0667;Seminário de Orientação de Estágio Docente I;Graduação;15;20;1;Sim;-;Curso 710
LIC.0276;Seminário de Orientação de Estágio Docente I (07106);Graduação;30;40;2;Sim;LIC.106.0024;Curso: 07106
LIC.0065;Seminário de Orientação de Estágio Docente I(30H);Graduação;30;40;2;Sim;LIC.602.0032;Curso 01602
LIC.0177;Seminário de Orientação de Estágio Docente II;Graduação;15;20;1;Sim;LIC.601.0058;Curso 601
LIC.0323;Seminário de Orientação de Estágio Docente II;Graduação;15;20;1;Sim;LIC.603.0053;Curso 603
LIC.0387;Seminário de Orientação de Estágio Docente II;Graduação;30;40;2;Sim;-;Curso 603
LIC.0470;Seminário de Orientação de Estágio Docente II;Graduação;30;40;2;Sim;LIC.411.0024;Curso 05411
LIC.0507;Seminário de Orientação de Estágio Docente II;Graduação;30;40;2;Sim;LIC.413.0036;Curso 413
LIC.0668;Seminário de Orientação de Estágio Docente II;Graduação;15;20;1;Sim;-;Curso 710
LIC.0281;Seminário de Orientação de Estágio Docente II (07106);Graduação;30;40;2;Sim;LIC.106.0025;Curso (07106)
LIC.0073;Seminário de Orientação de Estágio Docente II(30H);Graduação;30;40;2;Sim;LIC.602.0033;Curso 01602
LIC.0120;Seminário de Orientação de Estágio Docente II(30H);Graduação;30;40;2;Sim;LIC.430.0037;Curso 01430
LIC.0182;Seminário de Orientação de Estágio Docente III;Graduação;15;20;1;Sim;LIC.601.0059;Curso 601
LIC.0324;Seminário de Orientação de Estágio Docente III;Graduação;15;20;1;Sim;LIC.603.0054;Curso 603
LIC.0471;Seminário de Orientação de Estágio Docente III;Graduação;15;20;1;Sim;LIC.411.0025;Curso 05411
LIC.0512;Seminário de Orientação de Estágio Docente III;Graduação;15;20;1;Sim;LIC.413.0037;Curso 413
LIC.0669;Seminário de Orientação de Estágio Docente III;Graduação;15;20;1;Sim;-;Curso 710
LIC.0375;Seminário de Orientação de Estágio Docente III (07106);Graduação;15;20;1;Sim;-;Curso 106
LIC.0126;Seminário de Orientação de Estágio Docente III(15H);Graduação;15;20;1;Sim;LIC.430.0038;Curso 01430
